,address,to_address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9898,0xcc5ac7fc2359a6548fcc1ee72cd1f078a3ee245d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,286,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9899,0xcc61dd7076022dcc8dc96c918426198e8c552fc8,0xf89d7b9c864f589bbf53a82105107622b35eaa40,106,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900,0xcc63e4faf674577a42615ba4ab9304a48cd2559c,0xf7f6eb18d6fca2cd7d8610f438f61127aa0a1819,392,165,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9901,0xcc6539d8cc5245da721289234dee56747cbe37ab,0xf89d7b9c864f589bbf53a82105107622b35eaa40,199,193,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9902,0xcc67af901534d2128602232f286dc24e580fceee,0x6b175474e89094c44da98b954eedeac495271d0f,159,154,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9903,0xcc6b7e25c794ddd59921b31890a924a8b5ab1d31,0xf89d7b9c864f589bbf53a82105107622b35eaa40,287,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904,0xcc6f17e3c8b0ac821812ec714471d310f4f0f917,0x881d40237659c251811cec9c364ef91dc08d300c,602,602,595,563,562,558,548,539,536,533,530,487,483,478,474,457,451,446,442,432,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9905,0xcc7711dbacda2de79a5d15e54f8f16924e5b2dd7,0xdaa64852f932a72d5d274ebcd45ba0d50a7fbd00,58,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9906,0xcc77aa6ae3b6a4030936e7d32119b0f31658e78b,0x0fc73fa9a97a58663aa8be8471d52e9d1514f8e7,577,570,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9907,0xcc78b88248dffd80c0c5b872114c2bb84ad8ddd7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,326,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908,0xcc7fd82c8067b3a3f358879c4b04ce32c2f47477,0x1e05f68b29b286fb3bbad3c688d7e2abda549b80,292,187,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9909,0xcc80980def5f4961838afcf3b5fb4db0434abcd7,0x0445967961fb31b71af95f25c7011c98a2c0d914,635,610,608,360,346,345,337,335,321,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9910,0xcc850abe97204a34b2f8b701cec7081ab666fa2c,0xf89d7b9c864f589bbf53a82105107622b35eaa40,342,327,311,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9911,0xcc86f2de3444e587fc2222e332981b36ebaffb76,0x5e4e65926ba27467555eb562121fac00d24e9dd2,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9912,0xcc87d14d397a47894d88b30cac56adc6a1a08b25,,574,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9913,0xcc88036fa05c86129bf66260c2a905ab2c7b663c,0xcbd6832ebc203e49e2b771897067fce3c58575ac,472,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9914,0xcc8efeb2a5f50c81c5d7403676b198ae094b2f3c,0x1689a089aa12d6cbbd88bc2755e4c192f8702000,615,615,611,611,608,91,40,40,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9915,0xcc9079afd7aeb392bc91f456d49fea8febf2a87a,0xad0db7368cdfbd3153f7dfaca51a78eeb39f6d71,589,588,587,545,542,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9916,0xcc93d572c81e3742759005ab7356a8f4e11738e8,0xdac17f958d2ee523a2206206994597c13d831ec7,221,215,211,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9917,0xcc9557f04633d82fb6a1741dcec96986cd8689ae,0x7b608f66030fcd2058a53833943f98e481d618e0,610,589,578,546,458,369,347,346,345,344,343,315,233,210,183,169,155,120,113,97,95,71,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918,0xcc97dc4b6488ca9731c98e1bd5656599b08bac91,0x41f94875f872771c87d29b6da4e598685ac07909,211,211,209,208,201,190,170,99,97,64,61,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919,0xcca450a7bd1ffb051bd77ae468b7cbbebf5b0518,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,545,495,314,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9920,0xccb2cedce3030ebe9afbd310a3fb192d3cc0efd4,0x1b5036bec1b82d44d52fa953a370b3c6cd9328b5,610,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921,0xccb3a41696d4a19025eb92e1990655b1c060701b,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,389,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922,0xccbdbbfd0f686ece6239fcbefc41b5ce4fe53baf,0x78e851c35326c9296485e9720d85cb3bd153b428,233,232,231,228,226,214,211,208,205,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923,0xccc3bcc99fbb5488cbc4c5669c414e53eb7371d3,0xf89d7b9c864f589bbf53a82105107622b35eaa40,407,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924,0xccc52c7c8256bd79e9484d61c84f0063ce12f915,0x0c3de458b51a11da7d4616f42f66c861e3859d3e,133,45,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9925,0xccc596132a67c67915493bccc9ede57fbcf64944,0x3df05cc01042ea01920551d7861ab572461043ec,621,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9926,0xccc6c6340e5f13d8332dd4115ce29eb52e1812d1,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9927,0xccd3287dfe615cacb5655a50c7b512d6c4858b9f,0x1522900b6dafac587d499a862861c0869be6e428,398,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9928,0xccd8ab2c47de45b4d7c881aa78c372b0d153f4b9,0xf89d7b9c864f589bbf53a82105107622b35eaa40,579,578,576,574,572,35,33,32,30,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9929,0xccd97ca619f294f63da46231a9c469f7685b6d55,0x00000000006c3852cbef3e08e8df289169ede581,345,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9930,0xccdd7e55d80f84ea1d793f5a82f9c50d5f345c48,0xdac17f958d2ee523a2206206994597c13d831ec7,176,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9931,0xccdf11651617d400573b5f59bc92f57de4f5e27b,0x22cee1295e6d8f9753beec91de5490a050bc957d,254,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9932,0xcce84676f4fdd7bebfd21f428704c01d217bf982,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,496,437,329,117,101,40,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9933,0xcce996f53bd4aaa779be8a2c73f7302a8af0bfe8,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,428,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9934,0xccf86e299594e600c5db24bb04719d1a7a72f748,0xeeeec6476073778077b40a73fe32e23a9876cab4,377,249,218,202,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9935,0xccfb4b91ff5d1a2319c96ab6b59be4cdefb8437d,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,347,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9936,0xccfbbcdb00d7ca2bcc328a6033266b17facd646f,0x06330a0dcb4729e90186d7875b7f7f0824971d3e,475,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9937,0xcd01a6e2c7d0158379bb37926cf5f52e022b23d4,0xf0ed97f600f0b9877acb3242a5e45e164fa722aa,555,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9938,0xcd0800370e09465880105c7b7f28a07ae1406c45,0x6e4aa65def89e929eac352372b887b474d987aa5,501,232,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9939,0xcd1141d9523868a917e85f8a09fb9e7914d2afb4,0x0726a22cbf3c2edab89ccd165525cd2512b6e8d0,49,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9940,0xcd1c4d52bc5c2a06051a8fa51886a3af4a4af00c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,526,524,512,510,503,502,490,482,479,475,473,281,212,209,208,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941,0xcd1dee50ec87c299e1a8e0c7bfd3545bc37c78de,0x4d9079bb4165aeb4084c526a32695dcfd2f77381,577,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9942,0xcd1f2390f69e8aded87d61497d331cd729c83fa4,0x9ba136148bab62f3fa92ae6bd8c0fba8bed02260,361,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9943,0xcd206f8fa8125e30cc6a203dfaef886656d6ecd8,0xd5efc69f69544ab1ba9f404ebff6a36a301b28dd,381,331,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9944,0xcd252d6ab26b7363e75d7451029c0f0729783ace,0xeeeec6476073778077b40a73fe32e23a9876cab4,273,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9945,0xcd26bad5de6768663e4b404126a7b91403745a7f,0xdac17f958d2ee523a2206206994597c13d831ec7,357,357,211,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9946,0xcd2b64d5e8d8dd5982f430ad6246d4627484c65d,0x7492e30d60d96c58ed0f0dc2fe536098c620c4c0,352,339,325,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9947,0xcd42fdfb9a1c03bba8d0ff5d6b0540f99cf6a367,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,206,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9948,0xcd486efddbca4d4ac9504f4272a7148376b36e94,0xdef1c0ded9bec7f1a1670819833240f027b25eff,549,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9949,0xcd4a15841a4906ff78d3f2aa8e55936f1a7ae4a5,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,501,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9950,0xcd4bd763f3f2e2a8ed1873195027e97ed5204177,0xdac17f958d2ee523a2206206994597c13d831ec7,494,491,488,487,485,484,437,436,412,411,409,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9951,0xcd5874e03f07894d05b4b043f56d0238010368e7,0xdac17f958d2ee523a2206206994597c13d831ec7,180,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9952,0xcd7f7cc5e7d037ef9fc9940e64fd083800518c94,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,540,535,519,285,250,202,198,149,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9953,0xcd83b0be485587a3ef2e697eae637b19895cdc8a,0x1111111254eeb25477b68fb85ed929f73a960582,555,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9954,0xcd87a1fef8efb74ebf04ba02cffa2bdb82013b2e,0x1ea48b9965bb5086f3b468e50ed93888a661fc17,382,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955,0xcd8e0aeb99c431c95fad3cd8a6a3b0764b8a9f5b,0xdac17f958d2ee523a2206206994597c13d831ec7,605,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9956,0xcd8f0bb70f8eb9a0e9099c7a9690e0333377741a,0xe66b31678d6c16e9ebf358268a790b763c133750,118,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9957,0xcd92b759c7aa093a621221a359a6408304e46f12,0x96627ebe9eccc878551d63a76eee2f3dbe8875dc,146,144,137,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9958,0xcd92beea441abd5d3a8fc166a5535ab3ab258932,0x00000000006c3852cbef3e08e8df289169ede581,635,629,629,625,625,622,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9959,0xcd9365f25a795eeea2f8ed88f1a00395a5a79452,0xdac17f958d2ee523a2206206994597c13d831ec7,374,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9960,0xcd949b3439a8f84f2465d468b00eb573b1eb5408,0x8c2ae63cd276a8f0741eba3f5331f12ea695fea3,564,562,551,551,550,548,533,530,527,525,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9961,0xcd982d2ed8d2ef9a801ff6aecdec9ab081896145,0xc5e9ddebb09cd64dfacab4011a0d5cedaf7c9bdb,156,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9962,0xcda3a787444d1fbd8100199376071558ce578d1c,0xa97d3eb991303cf3b9b759bd026bacb55256e9db,236,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9963,0xcda5a99cc41ecdde3866b7dc36d5ce5618162ea9,0x3666f603cc164936c1b87e207f36beba4ac5f18a,544,542,541,84,60,59,59,57,54,52,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9964,0xcda98c48ada4d0e93889edb94960237da152a57e,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,35,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9965,0xcdad1bcbb4986ec0a00e568434c62dd0d46702b1,0xdac17f958d2ee523a2206206994597c13d831ec7,446,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9966,0xcdba398c4234dd835e4bf1e2101f844f09f27d0a,0xfe15f74c73e2a8400abdf47c63b07152dc315f62,246,244,241,238,235,231,228,225,221,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9967,0xcdbadbc6f8b1a90565589c53324093cf504b9d35,0x292f04a44506c2fd49bac032e1ca148c35a478c8,634,631,628,352,321,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9968,0xcdbe11ffa2beb713c7bceaedd0ff6a0f9b60f401,0xf89d7b9c864f589bbf53a82105107622b35eaa40,156,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9969,0xcdc8488e63a403bfd580222ea0f3719477bfea9c,0xf89d7b9c864f589bbf53a82105107622b35eaa40,418,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9970,0xcdca6162a70cd41398836252fab53b093c99d7b1,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,139,137,95,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9971,0xcdcb3d8bcc4660e667e71362689757acc0d038dc,0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,328,320,302,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9972,0xcdccb27e06dc53832b4cc4fe8c47551ceca75b17,0x00000000006c3852cbef3e08e8df289169ede581,45,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9973,0xcdd0e3fda23afcd8edcb0f9bbd23be72f504f0f3,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,250,241,237,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9974,0xcdd37ada79f589c15bd4f8fd2083dc88e34a2af2,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,612,594,555,545,527,466,463,420,415,395,385,385,347,339,265,250,220,212,206,202,198,182,172,171,169,132,126,120,85,81,70,46,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
9975,0xcddd99e892b5969fcb3df203d71e8bc18d606687,0xddbc0c8b3361347f0ccd9c7e999832ff90b2789b,78,75,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9976,0xcdde5718b94bda89f364bbfd4deab3cf6dbac1db,0x9e976f211daea0d652912ab99b0dc21a7fd728e4,459,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9977,0xcddf909c8771327caa38a8eb97255be6b8d6d13f,0x00000000006c3852cbef3e08e8df289169ede581,629,613,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9978,0xcde49da4cf0391e446f363d62aae0988b4fb7a45,0xf89d7b9c864f589bbf53a82105107622b35eaa40,195,185,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9979,0xcde5dcc4973d2dde63215be0b3b56ebf9b4a2af2,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,323,321,309,244,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9980,0xcdf02971871b7736874e20b8487c019d28090019,0x80c67432656d59144ceff962e8faf8926599bcf8,411,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9981,0xcdf15c31af3e5d0997e0680ffaae13cf9321fa39,0xe025ab69c85649bd2e7363bde54d95d1b01b483d,292,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9982,0xcdfe6f531a1b91e1ae0d9d415b7e71c8dbee6ddd,0x495f947276749ce646f68ac8c248420045cb7b5e,198,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9983,0xcdfea5dc05976bd4452801b7c927bead967350c0,0x4a1767e3b6ab25f400ec59a61ef70b56dae1e508,71,68,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9984,0xce0285e9bd420cf2509e84d362debad276333021,0x4008ceb985456a8571c0e7a281c3536a548fee85,619,595,576,571,559,550,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9985,0xce0347a85f9f6849762e49d0a291efb4bbc58536,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,623,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9986,0xce130a156f268f6e26c059cd8ab3373521e4f05f,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,578,520,442,312,188,135,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9987,0xce25ae6b456a31b8ebc33eedeba51bf652dec8a3,0x1e7a1333d8d8df477ba50d4d985818684cd656ac,499,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9988,0xce25b3f0b4026e0499a71991c9e9c91cee51dc45,0xf89d7b9c864f589bbf53a82105107622b35eaa40,185,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9989,0xce26af026c376f873732e1e5f0cff4284651f0c9,0x2c88aa0956bc9813505d73575f653f69ada60923,618,215,100,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9990,0xce27fc71139d02f9a3d5cc1356add185750660ac,0xdac17f958d2ee523a2206206994597c13d831ec7,423,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9991,0xce2ae07983ade0151d9ddb2117cfec9a21080545,0xeb828447bfa75eee35f8d59aca4600a922e17e93,105,76,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992,0xce2bcb6cbe3f47cece66e85be3103bbb3e3f429d,0xdac17f958d2ee523a2206206994597c13d831ec7,550,549,547,546,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9993,0xce386862df7bff9d612382ce6d0b4da83db72208,0xf89d7b9c864f589bbf53a82105107622b35eaa40,87,81,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9994,0xce4f3c0fade861a2e4bd230866abd342d08d70f9,0xf0f6a6045005d531bf93242467ce4dbcf7957a3a,606,386,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9995,0xce6a0c35fbf60879a8a5dc630d1f6936eef833b9,0x5d29c1dbb28a487d247951c992d007c5a80f580d,344,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9996,0xce6ac4de1c600bb1b3cf8028b56f89209045ee57,0x625207dbfa664eafd3fcf2fd11c5a558dcc4ee90,387,359,331,267,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9997,0xce6e45e8232036e711460146675f2df7a8fc0110,0x76f4eed9fe41262669d0250b2a97db79712ad855,474,233,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9998,0xce72c17f6e4c4c59274ceff019f5c038c1b3aa34,0xdbd324b73f6f85bf9013b75c442021303b635ff9,625,588,510,265,241,222,115,115,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999,0xce8327d7c692b3dc64ecfca14eea77c43b9a20e6,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,610,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000,0xce859e48f6ce9834a119ba04fdc53c1d4f1082a7,0xdac17f958d2ee523a2206206994597c13d831ec7,437,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001,0xce8a6e74bd865b238b4a9545ceb150a0007721d2,0xf9ffb0c9d3a6f32a54e965882b7e85c77e3bfe74,267,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002,0xce8f59c5ed5e559f0285b0e5a8f02be75531225f,0x4638a48249adc87d4adfd67e20e79d5e6781765a,86,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003,0xce926c7ccfff2d353256dff36fa4169eaf2f0008,0xc8c8779bc18c2acd3d7d2c01b2639958ef884443,608,422,413,409,399,394,387,381,376,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10004,0xce93192844846cdba5a1b47fbecd8cf31524d531,0x5667a1a3318267c3774092648f0cab8cab4955dc,168,159,144,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10005,0xceabe631feabad6e7adcba14dd5a140c2267c23a,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,246,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10006,0xceb4096c2c72e568902beb2407f32cecf931c1f6,0x0b452278223d3954f4ac050949d7998e373e7e43,192,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007,0xceb9fa8928927eab503a2eba149f902a673a23e8,0xf89d7b9c864f589bbf53a82105107622b35eaa40,520,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,0xcebda550ff74f50e2b4941b2824c99aff9bda3a6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,334,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
